,action,episode,reward,reward_jam,reward_waiting,step,time,total_reward
539,"[1, 0, 0, 0, 1, 1, 1, 1, 0]",0,"[-230.70000000000002, -14.8, -6.3, -107.9, -9.2, -32.2, -63.3, -11.5, -76.4]","[-61, -13, -5, -61, -8, -14, -40, -7, -25]","[-1697.0, -18.0, -13.0, -469.0, -12.0, -182.0, -233.0, -45.0, -514.0]",540.0,2700,-552.3000000000001
540,"[0, 1, 1, 0, 1, 1, 1, 1, 0]",0,"[-253.10000000000002, -19.2, -8.1, -125.6, -14.4, -11.6, -40.1, -16.4, -88.0]","[-64, -14, -6, -64, -11, -9, -33, -13, -28]","[-1891.0, -52.0, -21.0, -616.0, -34.0, -26.0, -71.0, -34.0, -600.0]",541.0,2705,-576.5
541,"[0, 0, 1, 0, 0, 1, 0, 1, 0]",0,"[-274.6, -25.6, -25.0, -140.60000000000002, -19.1, -11.1, -46.1, -11.9, -105.0]","[-65, -15, -19, -64, -12, -8, -34, -8, -35]","[-2096.0, -106.0, -60.0, -766.0, -71.0, -31.0, -121.0, -39.0, -700.0]",542.0,2710,-659.0000000000001
542,"[0, 1, 1, 0, 0, 1, 1, 1, 1]",0,"[-295.1, -29.4, -38.6, -155.60000000000002, -27.9, -15.7, -65.3, -16.7, -79.1]","[-65, -14, -29, -64, -16, -10, -43, -10, -26]","[-2301.0, -154.0, -96.0, -916.0, -119.0, -57.0, -223.0, -67.0, -531.0]",543.0,2715,-723.4000000000001
543,"[1, 1, 1, 1, 1, 0, 0, 1, 1]",0,"[-276.5, -25.8, -38.5, -129.8, -25.5, -24.0, -81.30000000000001, -2.8, -68.5]","[-61, -12, -28, -52, -13, -13, -46, -2, -29]","[-2155.0, -138.0, -105.0, -778.0, -125.0, -110.0, -353.0, -8.0, -395.0]",544.0,2720,-672.7
544,"[0, 0, 0, 0, 1, 0, 1, 0, 1]",0,"[-243.0, -16.2, -22.6, -111.0, -23.3, -30.0, -71.7, -3.3, -36.8]","[-56, -9, -17, -46, -13, -13, -39, -2, -24]","[-1870.0, -72.0, -56.0, -650.0, -103.0, -170.0, -327.0, -13.0, -128.0]",545.0,2725,-557.8999999999999
545,"[0, 0, 0, 1, 1, 1, 0, 0, 1]",0,"[-189.4, -8.0, -6.4, -97.30000000000001, -8.6, -28.6, -50.8, -5.300000000000001, -40.4]","[-42, -7, -5, -42, -7, -13, -29, -3, -30]","[-1474.0, -10.0, -14.0, -553.0, -16.0, -156.0, -218.0, -23.0, -104.0]",546.0,2730,-434.8
546,"[1, 1, 0, 1, 0, 1, 0, 0, 0]",0,"[-142.3, -7.1, -3.9000000000000004, -76.6, -10.4, -12.0, -25.1, -8.8, -52.400000000000006]","[-42, -5, -2, -38, -7, -6, -19, -5, -33]","[-1003.0, -21.0, -19.0, -386.0, -34.0, -60.0, -61.0, -38.0, -194.0]",547.0,2735,-338.6
547,"[1, 0, 0, 1, 1, 1, 1, 0, 0]",0,"[-75.0, -14.600000000000001, -5.6, -66.2, -17.2, -11.5, -14.1, -14.0, -66.1]","[-44, -10, -3, -43, -11, -9, -11, -8, -35]","[-310.0, -46.0, -26.0, -232.0, -62.0, -25.0, -31.0, -60.0, -311.0]",548.0,2740,-284.29999999999995
548,"[0, 0, 0, 0, 1, 1, 1, 0, 0]",0,"[-50.8, -21.6, -6.6, -63.0, -7.800000000000001, -15.8, -15.4, -16.5, -78.6]","[-30, -13, -3, -48, -3, -10, -13, -8, -35]","[-208.0, -86.0, -36.0, -150.0, -48.0, -58.0, -24.0, -85.0, -436.0]",549.0,2745,-276.1
549,"[1, 1, 1, 1, 1, 1, 0, 0, 1]",0,"[-58.7, -23.5, -9.600000000000001, -58.3, -6.5, -14.5, -31.5, -19.0, -61.800000000000004]","[-40, -14, -5, -41, -6, -9, -24, -8, -27]","[-187.0, -95.0, -46.0, -173.0, -5.0, -55.0, -75.0, -110.0, -348.0]",550.0,2750,-283.40000000000003
550,"[1, 0, 1, 0, 0, 1, 0, 1, 0]",0,"[-71.1, -34.0, -2.2, -59.1, -8.0, -14.4, -55.2, -21.5, -57.7]","[-50, -18, -2, -41, -6, -11, -39, -8, -19]","[-211.0, -160.0, -2.0, -181.0, -20.0, -34.0, -162.0, -135.0, -387.0]",551.0,2755,-323.2
551,"[0, 0, 0, 0, 1, 1, 1, 1, 0]",0,"[-64.8, -42.900000000000006, -2.7, -52.8, -16.6, -17.1, -76.7, -8.6, -66.9]","[-40, -19, -2, -33, -12, -13, -48, -5, -20]","[-248.0, -239.0, -7.0, -198.0, -46.0, -41.0, -287.0, -36.0, -469.0]",552.0,2760,-349.1
552,"[0, 1, 1, 1, 1, 0, 1, 0, 0]",0,"[-50.6, -49.8, -3.2, -59.6, -22.8, -24.0, -68.3, -10.7, -75.4]","[-31, -21, -2, -33, -15, -15, -40, -6, -20]","[-196.0, -288.0, -12.0, -266.0, -78.0, -90.0, -283.0, -47.0, -554.0]",553.0,2765,-364.4
553,"[0, 0, 1, 0, 0, 0, 1, 0, 1]",0,"[-45.900000000000006, -58.800000000000004, 0.0, -77.6, -31.8, -30.3, -49.9, -17.200000000000003, -68.0]","[-25, -21, 0, -43, -19, -15, -35, -9, -18]","[-209.0, -378.0, 0, -346.0, -128.0, -153.0, -149.0, -82.0, -500.0]",554.0,2770,-379.5
554,"[0, 0, 0, 0, 1, 0, 0, 1, 0]",0,"[-48.6, -73.5, 0.0, -89.4, -15.7, -36.8, -44.6, -13.7, -48.800000000000004]","[-26, -26, 0, -45, -11, -15, -37, -8, -14]","[-226.0, -475.0, -0.0, -444.0, -47.0, -218.0, -76.0, -57.0, -348.0]",555.0,2775,-371.1
555,"[0, 0, 1, 0, 1, 0, 0, 1, 0]",0,"[-52.5, -85.4, 0.0, -99.9, -21.1, -43.3, -54.3, -10.8, -41.0]","[-24, -27, 0, -45, -15, -15, -39, -6, -14]","[-285.0, -584.0, -0.0, -549.0, -61.0, -283.0, -153.0, -48.0, -270.0]",556.0,2780,-408.3
556,"[0, 0, 1, 1, 0, 0, 0, 0, 1]",0,"[-66.0, -97.0, 0.0, -85.80000000000001, -32.2, -52.1, -72.5, -18.3, -10.8]","[-31, -27, 0, -39, -21, -17, -46, -10, -9]","[-350.0, -700.0, -0.0, -468.0, -112.0, -351.0, -265.0, -83.0, -18.0]",557.0,2785,-434.70000000000005
557,"[1, 1, 0, 1, 0, 0, 0, 1, 1]",0,"[-78.6, -94.7, 0.0, -70.4, -42.6, -61.5, -88.0, -15.0, -22.5]","[-37, -26, 0, -37, -25, -19, -48, -10, -17]","[-416.0, -687.0, 0, -334.0, -176.0, -425.0, -400.0, -50.0, -55.0]",558.0,2790,-473.3
558,"[1, 0, 0, 0, 1, 1, 0, 1, 0]",0,"[-56.0, -61.300000000000004, 0.0, -61.3, -32.1, -50.300000000000004, -101.5, -15.100000000000001, -28.4]","[-34, -23, 0, -37, -19, -14, -48, -8, -17]","[-220.0, -383.0, -0.0, -243.0, -131.0, -363.0, -535.0, -71.0, -114.0]",559.0,2795,-406.0
559,"[1, 1, 1, 0, 0, 1, 0, 1, 0]",0,"[-33.5, -34.6, 0.0, -75.6, -37.1, -44.6, -115.0, -18.0, -39.1]","[-28, -19, 0, -43, -19, -17, -48, -12, -21]","[-55.0, -156.0, -0.0, -326.0, -181.0, -276.0, -670.0, -60.0, -181.0]",560.0,2800,-397.5
560,"[1, 1, 0, 0, 1, 0, 0, 0, 0]",0,"[-54.3, -32.6, -0.1, -89.6, -42.1, -25.5, -128.5, -20.200000000000003, -51.2]","[-43, -23, 0, -47, -19, -14, -48, -11, -25]","[-113.0, -96.0, -1.0, -426.0, -231.0, -115.0, -805.0, -92.0, -262.0]",561.0,2805,-444.09999999999997
561,"[1, 1, 0, 0, 0, 1, 1, 1, 0]",0,"[-73.5, -30.1, -4.9, -101.9, -47.1, -15.5, -124.5, -26.200000000000003, -61.9]","[-51, -18, -4, -48, -19, -10, -44, -12, -27]","[-225.0, -121.0, -9.0, -539.0, -281.0, -55.0, -805.0, -142.0, -349.0]",562.0,2810,-485.59999999999997
562,"[1, 0, 1, 1, 0, 0, 0, 1, 1]",0,"[-71.5, -40.5, -5.9, -82.1, -52.2, -23.6, -134.5, -20.1, -53.8]","[-43, -20, -4, -41, -19, -14, -42, -12, -22]","[-285.0, -205.0, -19.0, -411.0, -332.0, -96.0, -925.0, -81.0, -318.0]",563.0,2815,-484.2
563,"[0, 1, 1, 1, 1, 1, 0, 1, 0]",0,"[-77.4, -32.0, -8.3, -76.6, -23.9, -28.0, -146.5, -16.8, -58.2]","[-42, -16, -5, -44, -13, -15, -42, -12, -20]","[-354.0, -160.0, -33.0, -326.0, -109.0, -130.0, -1045.0, -48.0, -382.0]",564.0,2820,-467.7
564,"[1, 1, 0, 0, 0, 1, 0, 1, 0]",0,"[-85.0, -19.0, -9.8, -93.5, -6.8, -15.5, -158.5, -22.8, -65.7]","[-47, -12, -5, -49, -5, -7, -42, -14, -20]","[-380.0, -70.0, -48.0, -445.0, -18.0, -85.0, -1165.0, -88.0, -457.0]",565.0,2825,-476.6
565,"[1, 0, 1, 1, 0, 1, 0, 1, 1]",0,"[-80.30000000000001, -17.3, -4.5, -100.30000000000001, -13.5, -15.4, -170.5, -15.600000000000001, -59.400000000000006]","[-43, -14, -3, -47, -9, -9, -42, -8, -19]","[-373.0, -33.0, -15.0, -533.0, -45.0, -64.0, -1285.0, -76.0, -404.0]",566.0,2830,-476.80000000000007
566,"[1, 0, 1, 1, 1, 1, 0, 0, 1]",0,"[-69.1, -21.6, -2.6, -93.2, -13.4, -13.6, -182.5, -25.3, -21.0]","[-40, -14, -2, -48, -8, -11, -42, -13, -12]","[-291.0, -76.0, -6.0, -452.0, -54.0, -26.0, -1405.0, -123.0, -90.0]",567.0,2835,-442.3
567,"[0, 0, 1, 0, 0, 1, 0, 1, 1]",0,"[-61.0, -29.6, -2.1, -91.7, -20.200000000000003, -19.2, -194.5, -15.4, -22.1]","[-43, -16, -2, -50, -12, -13, -42, -9, -19]","[-180.0, -136.0, -1.0, -417.0, -82.0, -62.0, -1525.0, -64.0, -31.0]",568.0,2840,-455.8
568,"[1, 0, 0, 1, 1, 1, 1, 0, 1]",0,"[-52.7, -36.6, -4.0, -69.9, -7.7, -12.0, -208.5, -13.7, -26.4]","[-41, -16, -3, -40, -6, -7, -44, -7, -18]","[-117.0, -206.0, -10.0, -299.0, -17.0, -50.0, -1645.0, -67.0, -84.0]",569.0,2845,-431.5
569,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",0,"[-63.2, -43.6, -7.2, -63.3, -11.7, -15.5, -225.3, -15.700000000000001, -33.4]","[-41, -16, -5, -32, -8, -7, -48, -7, -18]","[-222.0, -276.0, -22.0, -313.0, -37.0, -85.0, -1773.0, -87.0, -154.0]",570.0,2850,-478.9
570,"[0, 1, 0, 1, 0, 1, 0, 1, 0]",0,"[-76.1, -50.6, -8.7, -77.5, -16.1, -10.9, -238.8, -4.2, -42.6]","[-41, -16, -5, -38, -10, -5, -48, -4, -20]","[-351.0, -346.0, -37.0, -395.0, -61.0, -59.0, -1908.0, -2.0, -226.0]",571.0,2855,-525.5
571,"[0, 0, 0, 0, 0, 1, 1, 1, 1]",0,"[-89.1, -59.0, -10.2, -90.80000000000001, -18.6, -4.2, -191.20000000000002, -9.4, -40.6]","[-41, -17, -5, -41, -10, -4, -41, -8, -18]","[-481.0, -420.0, -52.0, -498.0, -86.0, -2.0, -1502.0, -14.0, -226.0]",572.0,2860,-513.1
572,"[1, 1, 0, 0, 0, 0, 1, 0, 1]",0,"[-92.80000000000001, -66.5, -14.0, -101.30000000000001, -25.5, -7.9, -125.4, -9.3, -17.1]","[-39, -17, -7, -41, -14, -6, -44, -6, -11]","[-538.0, -495.0, -70.0, -603.0, -115.0, -19.0, -814.0, -33.0, -61.0]",573.0,2865,-459.80000000000007
573,"[0, 1, 1, 1, 1, 0, 0, 0, 0]",0,"[-107.3, -58.0, -6.7, -82.9, -31.8, -15.2, -62.8, -16.1, -9.7]","[-41, -15, -3, -37, -16, -10, -49, -10, -7]","[-663.0, -430.0, -37.0, -459.0, -158.0, -52.0, -138.0, -61.0, -27.0]",574.0,2870,-390.50000000000006
574,"[0, 0, 0, 0, 1, 1, 1, 0, 0]",0,"[-119.80000000000001, -38.5, -7.7, -53.1, -12.2, -19.200000000000003, -54.9, -19.1, -12.7]","[-41, -14, -3, -31, -8, -10, -41, -10, -7]","[-788.0, -245.0, -47.0, -221.0, -42.0, -92.0, -139.0, -91.0, -57.0]",575.0,2875,-337.2
575,"[0, 0, 0, 1, 0, 1, 0, 0, 1]",0,"[-133.7, -21.700000000000003, -10.8, -44.5, -12.2, -19.200000000000003, -61.400000000000006, -24.1, -19.9]","[-42, -11, -5, -32, -8, -8, -41, -12, -11]","[-917.0, -107.0, -58.0, -125.0, -42.0, -112.0, -204.0, -121.0, -89.0]",576.0,2880,-347.5
576,"[1, 0, 1, 1, 0, 0, 1, 1, 0]",0,"[-128.2, -12.600000000000001, -8.2, -34.0, -20.0, -22.700000000000003, -78.80000000000001, -29.4, -26.4]","[-38, -8, -5, -31, -12, -8, -46, -15, -13]","[-902.0, -46.0, -32.0, -30.0, -80.0, -147.0, -328.0, -144.0, -134.0]",577.0,2885,-360.3
577,"[1, 0, 0, 1, 1, 1, 1, 0, 1]",0,"[-112.80000000000001, -12.600000000000001, -14.2, -43.0, -16.9, -14.1, -71.6, -37.5, -19.200000000000003]","[-36, -6, -9, -35, -11, -5, -41, -18, -6]","[-768.0, -66.0, -52.0, -80.0, -59.0, -91.0, -306.0, -195.0, -132.0]",578.0,2890,-341.90000000000003
578,"[0, 1, 1, 1, 0, 0, 1, 1, 1]",0,"[-121.2, -8.9, -7.9, -49.2, -18.4, -3.8, -56.6, -32.8, -17.9]","[-43, -4, -6, -35, -10, -2, -39, -16, -10]","[-782.0, -49.0, -19.0, -142.0, -84.0, -18.0, -176.0, -168.0, -79.0]",579.0,2895,-316.7
579,"[1, 1, 0, 0, 1, 0, 0, 0, 1]",0,"[-115.10000000000001, -11.0, -9.4, -37.5, -5.3, -7.7, -52.1, -37.8, -10.4]","[-35, -7, -6, -28, -4, -5, -42, -16, -8]","[-801.0, -40.0, -34.0, -95.0, -13.0, -27.0, -101.0, -218.0, -24.0]",580.0,2900,-286.29999999999995
580,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",0,"[-94.2, -20.4, -12.2, -31.6, -4.8, -10.4, -65.4, -22.3, -15.8]","[-32, -13, -7, -22, -3, -6, -45, -11, -10]","[-622.0, -74.0, -52.0, -96.0, -18.0, -44.0, -204.0, -113.0, -58.0]",581.0,2905,-277.09999999999997
581,"[0, 0, 1, 0, 0, 1, 0, 0, 0]",0,"[-97.0, -31.0, -14.2, -26.0, -5.800000000000001, -7.1, -91.80000000000001, -8.9, -22.0]","[-31, -18, -7, -16, -3, -5, -57, -3, -12]","[-660.0, -130.0, -72.0, -100.0, -28.0, -21.0, -348.0, -59.0, -100.0]",582.0,2910,-303.8
582,"[0, 0, 0, 0, 0, 1, 0, 1, 0]",0,"[-116.0, -43.0, -18.4, -22.9, -10.4, -13.100000000000001, -108.30000000000001, -9.3, -28.5]","[-39, -22, -9, -10, -6, -9, -57, -8, -14]","[-770.0, -210.0, -94.0, -129.0, -44.0, -41.0, -513.0, -13.0, -145.0]",583.0,2915,-369.90000000000003
583,"[1, 1, 0, 0, 1, 0, 1, 1, 0]",0,"[-124.5, -46.6, -20.9, -25.9, -14.9, -21.5, -102.2, -13.2, -34.7]","[-36, -22, -9, -10, -8, -14, -51, -11, -15]","[-885.0, -246.0, -119.0, -159.0, -69.0, -75.0, -512.0, -22.0, -197.0]",584.0,2920,-404.4
584,"[0, 1, 1, 1, 1, 0, 1, 0, 1]",0,"[-140.5, -54.7, -5.3, -33.0, -14.3, -25.5, -111.5, -20.4, -40.2]","[-40, -23, -4, -14, -8, -14, -54, -14, -15]","[-1005.0, -317.0, -13.0, -190.0, -63.0, -115.0, -575.0, -64.0, -252.0]",585.0,2925,-445.4
585,"[1, 0, 1, 1, 0, 0, 0, 0, 0]",0,"[-148.2, -42.8, -10.8, -13.4, -22.4, -31.6, -128.60000000000002, -27.200000000000003, -47.900000000000006]","[-39, -25, -8, -12, -12, -16, -56, -15, -17]","[-1092.0, -178.0, -28.0, -14.0, -104.0, -156.0, -726.0, -122.0, -309.0]",586.0,2930,-472.9
586,"[0, 0, 0, 1, 0, 0, 0, 1, 1]",0,"[-108.5, -34.4, -12.8, -34.1, -33.1, -36.1, -147.0, -33.1, -24.6]","[-36, -27, -8, -29, -17, -16, -58, -16, -7]","[-725.0, -74.0, -48.0, -51.0, -161.0, -201.0, -890.0, -171.0, -176.0]",587.0,2935,-463.70000000000005
587,"[1, 0, 0, 0, 1, 0, 1, 0, 1]",0,"[-115.4, -38.9, -17.0, -44.3, -28.200000000000003, -40.6, -130.2, -44.400000000000006, -22.4]","[-35, -29, -10, -33, -16, -16, -52, -21, -14]","[-804.0, -99.0, -70.0, -113.0, -122.0, -246.0, -782.0, -234.0, -84.0]",588.0,2940,-481.4
588,"[1, 1, 0, 0, 0, 0, 0, 1, 0]",0,"[-64.80000000000001, -29.5, -21.0, -55.3, -38.9, -45.1, -91.5, -35.400000000000006, -17.6]","[-31, -22, -11, -36, -25, -16, -40, -16, -13]","[-338.0, -75.0, -100.0, -193.0, -139.0, -291.0, -515.0, -194.0, -46.0]",589.0,2945,-399.1
589,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",0,"[-28.6, -26.8, -27.6, -66.5, -43.7, -51.800000000000004, -51.900000000000006, -26.200000000000003, -21.6]","[-23, -19, -14, -38, -24, -18, -30, -14, -13]","[-56.0, -78.0, -136.0, -285.0, -197.0, -338.0, -219.0, -122.0, -86.0]",590.0,2950,-344.70000000000005
590,"[1, 0, 1, 1, 0, 1, 1, 1, 1]",0,"[-35.3, -30.4, -17.8, -75.80000000000001, -50.7, -33.6, -50.5, -22.8, -19.700000000000003]","[-26, -19, -9, -40, -24, -13, -23, -19, -11]","[-93.0, -114.0, -88.0, -358.0, -267.0, -206.0, -275.0, -38.0, -87.0]",591.0,2955,-336.6
591,"[1, 0, 1, 0, 0, 1, 1, 0, 0]",0,"[-38.1, -41.5, -22.6, -70.4, -60.4, -32.400000000000006, -43.900000000000006, -32.7, -22.700000000000003]","[-30, -23, -11, -43, -26, -13, -27, -23, -11]","[-81.0, -185.0, -116.0, -274.0, -344.0, -194.0, -169.0, -97.0, -117.0]",592.0,2960,-364.7
592,"[1, 0, 1, 1, 1, 0, 1, 0, 1]",0,"[-44.3, -54.900000000000006, -2.8, -62.6, -41.7, -35.900000000000006, -48.1, -42.3, -28.1]","[-33, -27, -2, -41, -23, -13, -38, -25, -13]","[-113.0, -279.0, -8.0, -216.0, -187.0, -229.0, -101.0, -173.0, -151.0]",593.0,2965,-360.70000000000005
593,"[1, 0, 1, 0, 1, 1, 0, 1, 0]",0,"[-49.5, -65.4, -7.7, -77.9, -45.3, -16.7, -75.1, -51.2, -33.7]","[-36, -27, -6, -47, -25, -9, -54, -25, -15]","[-135.0, -384.0, -17.0, -309.0, -203.0, -77.0, -211.0, -262.0, -187.0]",594.0,2970,-422.5
594,"[0, 0, 0, 1, 1, 1, 1, 1, 0]",0,"[-54.900000000000006, -75.9, -11.4, -55.0, -34.8, -16.7, -77.5, -48.8, -37.7]","[-38, -27, -8, -36, -23, -13, -53, -26, -15]","[-169.0, -489.0, -34.0, -190.0, -118.0, -37.0, -245.0, -228.0, -227.0]",595.0,2975,-412.7
595,"[1, 0, 0, 1, 0, 0, 0, 1, 0]",0,"[-65.3, -86.4, -13.4, -73.6, -28.5, -20.4, -64.3, -39.4, -46.0]","[-41, -27, -8, -44, -17, -14, -44, -25, -19]","[-243.0, -594.0, -54.0, -296.0, -115.0, -64.0, -203.0, -144.0, -270.0]",596.0,2980,-437.29999999999995
596,"[0, 0, 1, 1, 1, 1, 0, 1, 1]",0,"[-77.4, -96.9, -10.600000000000001, -81.7, -35.1, -11.3, -51.1, -37.3, -20.6]","[-41, -27, -6, -42, -20, -8, -35, -27, -12]","[-364.0, -699.0, -46.0, -397.0, -151.0, -33.0, -161.0, -103.0, -86.0]",597.0,2985,-422.00000000000006
597,"[0, 1, 1, 0, 0, 1, 1, 0, 0]",0,"[-89.9, -103.9, -13.2, -69.7, -41.1, -16.9, -48.5, -49.4, -3.2]","[-41, -26, -7, -34, -20, -11, -27, -35, -2]","[-489.0, -779.0, -62.0, -357.0, -211.0, -59.0, -215.0, -144.0, -12.0]",598.0,2990,-435.8
598,"[1, 1, 1, 1, 1, 1, 0, 0, 1]",0,"[-97.1, -87.3, -4.1, -66.3, -23.3, -10.1, -63.1, -68.4, -7.9]","[-39, -20, -3, -40, -14, -7, -34, -41, -6]","[-581.0, -673.0, -11.0, -263.0, -93.0, -31.0, -291.0, -274.0, -19.0]",599.0,2995,-427.5999999999999
599,"[0, 0, 0, 0, 1, 0, 1, 0, 0]",0,"[-63.4, -95.60000000000001, -5.1, -74.4, -23.7, -6.800000000000001, -67.3, -85.7, -13.6]","[-29, -20, -3, -41, -18, -4, -42, -43, -10]","[-344.0, -756.0, -21.0, -334.0, -57.0, -28.0, -253.0, -427.0, -36.0]",600.0,3000,-435.6
600,"[0, 1, 0, 0, 1, 1, 1, 1, 1]",0,"[-31.0, -100.4, -7.5, -85.30000000000001, -20.8, -12.600000000000001, -70.3, -96.30000000000001, -13.7]","[-16, -22, -4, -43, -16, -8, -46, -44, -10]","[-150.0, -784.0, -35.0, -423.0, -48.0, -46.0, -243.0, -523.0, -37.0]",601.0,3005,-437.90000000000003
601,"[1, 1, 0, 0, 1, 1, 0, 1, 0]",0,"[-20.9, -74.9, -9.0, -97.80000000000001, -26.6, -8.7, -89.5, -87.9, -13.4]","[-18, -19, -4, -44, -19, -6, -57, -39, -8]","[-29.0, -559.0, -50.0, -538.0, -76.0, -27.0, -325.0, -489.0, -54.0]",602.0,3010,-428.7
602,"[1, 1, 1, 0, 0, 1, 1, 1, 0]",0,"[-30.2, -82.6, -10.5, -109.8, -32.0, -12.5, -90.5, -63.1, -18.7]","[-25, -19, -4, -44, -19, -9, -57, -37, -11]","[-52.0, -636.0, -65.0, -658.0, -130.0, -35.0, -335.0, -261.0, -77.0]",603.0,3015,-449.9
603,"[1, 0, 1, 1, 1, 0, 0, 1, 1]",0,"[-33.0, -90.60000000000001, -1.0, -83.7, -18.9, -17.4, -80.3, -54.5, -21.8]","[-26, -19, -1, -35, -13, -11, -49, -42, -11]","[-70.0, -716.0, -0.0, -487.0, -59.0, -64.0, -313.0, -125.0, -108.0]",604.0,3020,-401.20000000000005
604,"[0, 0, 0, 1, 1, 1, 0, 0, 0]",0,"[-47.7, -101.7, 0.0, -97.4, -27.7, -13.2, -58.8, -64.8, -28.4]","[-33, -22, 0, -40, -20, -9, -37, -44, -14]","[-147.0, -797.0, -0.0, -574.0, -77.0, -42.0, -218.0, -208.0, -144.0]",605.0,3025,-439.7
605,"[0, 1, 0, 1, 0, 0, 1, 1, 1]",0,"[-62.400000000000006, -105.7, -4.4, -102.5, -36.2, -12.600000000000001, -53.6, -79.6, -17.8]","[-38, -20, -4, -38, -22, -7, -31, -49, -11]","[-244.0, -857.0, -4.0, -645.0, -142.0, -56.0, -226.0, -306.0, -68.0]",606.0,3030,-474.8
606,"[1, 1, 1, 0, 1, 1, 1, 0, 1]",0,"[-69.2, -79.1, -5.4, -80.4, -29.5, -14.100000000000001, -56.8, -87.7, -14.2]","[-40, -17, -4, -33, -19, -9, -36, -48, -11]","[-292.0, -621.0, -14.0, -474.0, -105.0, -51.0, -208.0, -397.0, -32.0]",607.0,3035,-436.40000000000003
607,"[1, 0, 1, 0, 0, 1, 1, 1, 0]",0,"[-66.0, -76.5, 0.0, -61.2, -32.6, -4.1, -61.8, -81.30000000000001, -20.7]","[-38, -17, 0, -29, -17, -3, -45, -41, -15]","[-280.0, -595.0, -0.0, -322.0, -156.0, -11.0, -168.0, -403.0, -57.0]",608.0,3040,-404.2
608,"[1, 0, 1, 1, 0, 0, 0, 1, 0]",0,"[-71.9, -76.9, 0.0, -38.8, -38.6, -6.5, -76.2, -61.8, -25.8]","[-41, -13, 0, -25, -17, -4, -55, -38, -16]","[-309.0, -639.0, -0.0, -138.0, -216.0, -25.0, -212.0, -238.0, -98.0]",609.0,3045,-396.50000000000006
609,"[0, 1, 1, 1, 1, 0, 1, 1, 0]",0,"[-87.6, -29.6, 0.0, -20.8, -33.900000000000006, -10.0, -80.3, -54.3, -32.8]","[-43, -10, 0, -19, -14, -6, -56, -39, -18]","[-446.0, -196.0, -0.0, -18.0, -199.0, -40.0, -243.0, -153.0, -148.0]",610.0,3050,-349.3
610,"[1, 1, 0, 1, 1, 1, 0, 0, 0]",0,"[-86.0, -14.100000000000001, -2.0, -38.9, -18.2, -12.0, -65.6, -70.4, -37.900000000000006]","[-40, -10, -2, -32, -11, -6, -46, -49, -18]","[-460.0, -41.0, -0.0, -69.0, -72.0, -60.0, -196.0, -214.0, -199.0]",611.0,3055,-345.1
611,"[0, 0, 0, 1, 0, 1, 0, 1, 0]",0,"[-71.30000000000001, -22.4, -2.5, -49.0, -9.8, -6.2, -49.6, -80.4, -45.400000000000006]","[-38, -14, -2, -35, -7, -2, -34, -49, -20]","[-333.0, -84.0, -5.0, -140.0, -28.0, -42.0, -156.0, -314.0, -254.0]",612.0,3060,-336.6
612,"[0, 1, 1, 1, 1, 0, 1, 0, 1]",0,"[-69.5, -23.200000000000003, -3.0, -54.8, -16.2, -9.2, -49.3, -92.0, -36.0]","[-40, -13, -2, -39, -11, -4, -28, -49, -16]","[-295.0, -102.0, -10.0, -158.0, -52.0, -52.0, -213.0, -430.0, -200.0]",613.0,3065,-353.20000000000005
613,"[0, 0, 0, 1, 0, 1, 1, 0, 0]",0,"[-77.3, -30.1, -7.7, -42.7, -28.9, -2.4, -51.3, -112.0, -42.3]","[-47, -14, -6, -32, -19, -2, -31, -52, -18]","[-303.0, -161.0, -17.0, -107.0, -99.0, -4.0, -203.0, -600.0, -243.0]",614.0,3070,-394.70000000000005
614,"[1, 0, 1, 1, 1, 1, 1, 1, 0]",0,"[-79.2, -36.1, -5.2, -51.2, -29.5, -1.2, -58.7, -107.80000000000001, -53.0]","[-46, -14, -4, -36, -19, -1, -43, -49, -23]","[-332.0, -221.0, -12.0, -152.0, -105.0, -2.0, -157.0, -588.0, -300.0]",615.0,3075,-421.9
615,"[1, 0, 1, 1, 0, 0, 0, 1, 1]",0,"[-79.3, -42.1, -10.8, -44.1, -42.5, -6.5, -71.5, -80.1, -59.0]","[-48, -14, -8, -32, -24, -5, -52, -45, -23]","[-313.0, -281.0, -28.0, -121.0, -185.0, -15.0, -195.0, -351.0, -360.0]",616.0,3080,-435.9
616,"[1, 0, 0, 0, 0, 0, 1, 1, 0]",0,"[-79.7, -49.1, -12.8, -38.3, -50.3, -8.0, -78.8, -55.9, -69.6]","[-46, -15, -8, -28, -23, -5, -56, -42, -27]","[-337.0, -341.0, -48.0, -103.0, -273.0, -30.0, -228.0, -139.0, -426.0]",617.0,3085,-442.5
617,"[1, 1, 1, 1, 1, 0, 0, 0, 1]",0,"[-91.4, -42.2, -5.3, -41.3, -44.6, -9.5, -64.2, -57.4, -51.900000000000006]","[-46, -14, -4, -32, -20, -5, -45, -42, -21]","[-454.0, -282.0, -13.0, -93.0, -246.0, -45.0, -192.0, -154.0, -309.0]",618.0,3090,-407.79999999999995
